Project_ID,Project_Name,Site_Location,Contractor_Name,Supplier_Name,Material_Category,Material_Description,PO_Number,PO_Date,Requested_Date,Delivery_Date,Quantity,Unit_Cost,Total_Cost,Budgeted_Cost,Cost_Variance,Cost_Variance_Pct,Currency,Lead_Time_Days,Risk_Level,Buyer
PRJ1215,Industrial Warehouse D,Volos,Helios Civil Works,Alpha Cement Supplies,Steel,Metal frames,PO200451,2023-08-25,2023-08-21,2023-10-26,127,422.18,53616.86,51090.37,2526.49,4.95,EUR,66,Medium,Buyer B
PRJ1120,Residential Tower A,Athens,Delta Infrastructure Services,Alpha Cement Supplies,Concrete,Cement bags,PO200452,2023-09-29,2023-09-16,2023-11-20,117,96.26,11262.42,10070.28,1192.14,11.84,EUR,65,Medium,Buyer D
PRJ1094,Commercial Complex B,Patras,Delta Infrastructure Services,Omega HVAC Equipment,Concrete,Cement bags,PO200453,2023-07-08,2023-06-12,2023-09-12,137,89.64,12280.68,12540.08,-259.4,-2.07,EUR,92,Medium,Buyer C
PRJ1557,Commercial Complex B,Athens,Apex Construction Group,Atlas Safety Equipment,HVAC,Air handling units,PO200454,2024-12-04,2024-11-22,2025-01-01,365,3608.57,1317128.05,1238678.48,78449.57,6.33,EUR,40,Medium,Buyer A
PRJ1205,Hotel Renovation C,Heraklion,Delta Infrastructure Services,Nordic Timber Solutions,Safety Equipment,Protective gloves,PO200455,2024-03-22,2024-03-02,2024-03-30,404,77.98,31503.92,27293.53,4210.39,15.43,EUR,28,High,Buyer B
PRJ1693,Hotel Renovation C,Thessaloniki,Apex Construction Group,Beta Steel Trading,Plumbing,Water fittings,PO200456,2024-08-03,2024-07-07,2024-09-02,154,133.79,20603.66,20262.79,340.87,1.68,EUR,57,Low,Buyer A
PRJ1666,Hotel Renovation C,Heraklion,Orion Build Partners,Omega HVAC Equipment,Plumbing,Valves,PO200457,2023-09-04,2023-08-21,2023-10-11,177,113.55,20098.35,21884.9,-1786.55,-8.16,EUR,51,Low,Buyer C
PRJ1537,Commercial Complex B,Volos,Helios Civil Works,Helios Logistics Services,Timber,Wood panels,PO200458,2023-03-17,2023-03-11,2023-05-06,400,39.79,15916.0,15657.95,258.05,1.65,EUR,56,Low,Buyer C
PRJ1090,Office Building F,Athens,Helios Civil Works,Alpha Cement Supplies,Plumbing,PVC pipes,PO200459,2023-06-03,2023-05-16,2023-06-13,148,75.01,11101.48,11253.67,-152.19,-1.35,EUR,28,Low,Buyer D
PRJ1286,Residential Tower A,Heraklion,Helios Civil Works,Delta Plumbing Materials,Safety Equipment,Helmets,PO200460,2024-10-17,2024-09-25,2024-12-27,68,102.1,6942.8,6790.97,151.83,2.24,EUR,93,Medium,Buyer A
PRJ1087,Metro Station Upgrade E,Athens,Orion Build Partners,Beta Steel Trading,Timber,Plywood sheets,PO200461,2024-03-10,2024-02-16,2024-04-09,412,128.66,53007.92,45407.95,7599.97,16.74,EUR,53,High,Buyer B
PRJ1674,Industrial Warehouse D,Larissa,Delta Infrastructure Services,Helios Logistics Services,Electrical,Electrical panels,PO200462,2023-03-27,2023-03-13,2023-05-25,296,563.3,166736.8,170416.51,-3679.71,-2.16,EUR,73,Medium,Buyer B
PRJ1560,Hotel Renovation C,Volos,Orion Build Partners,Gamma Electrical Systems,Plumbing,PVC pipes,PO200463,2024-11-27,2024-10-29,2025-01-22,246,206.03,50683.38,50279.47,403.91,0.8,EUR,85,Medium,Buyer C
PRJ1581,Metro Station Upgrade E,Larissa,Apex Construction Group,Nordic Timber Solutions,HVAC,HVAC filters,PO200464,2023-10-12,2023-10-03,2023-12-03,443,2633.77,1166760.11,1281455.61,-114695.5,-8.95,EUR,61,Low,Buyer A
PRJ1618,Metro Station Upgrade E,Patras,Helios Civil Works,Delta Plumbing Materials,Timber,Formwork timber,PO200465,2023-08-08,2023-07-11,2023-08-29,405,205.49,83223.45,88325.1,-5101.65,-5.78,EUR,49,Low,Buyer D
PRJ1883,Residential Tower A,Heraklion,Orion Build Partners,Beta Steel Trading,Safety Equipment,Helmets,PO200466,2023-03-10,2023-02-27,2023-04-17,10,89.22,892.2,839.41,52.79,6.29,EUR,49,Medium,Buyer B
PRJ1081,Commercial Complex B,Thessaloniki,Delta Infrastructure Services,Gamma Electrical Systems,Steel,Metal frames,PO200467,2023-02-16,2023-01-23,2023-05-16,121,1187.77,143720.17,161941.18,-18221.01,-11.25,EUR,113,High,Buyer C
PRJ1522,Metro Station Upgrade E,Heraklion,Orion Build Partners,Omega HVAC Equipment,Concrete,Cement bags,PO200468,2023-04-04,2023-03-24,2023-04-20,2,115.84,231.68,233.02,-1.34,-0.58,EUR,27,Low,Buyer D
PRJ1478,Industrial Warehouse D,Athens,Apex Construction Group,Beta Steel Trading,HVAC,Ventilation ducts,PO200469,2024-03-28,2024-03-10,2024-04-15,438,3031.61,1327845.18,1183181.16,144664.02,12.23,EUR,36,High,Buyer B
PRJ1657,Hotel Renovation C,Thessaloniki,Atlas Engineering Contractors,Beta Steel Trading,Timber,Wood panels,PO200470,2023-07-23,2023-07-09,2023-09-26,86,109.47,9414.42,8036.16,1378.26,17.15,EUR,79,High,Buyer D
PRJ1732,Residential Tower A,Heraklion,Orion Build Partners,Helios Logistics Services,Timber,Formwork timber,PO200471,2023-08-06,2023-07-10,2023-11-03,382,135.74,51852.68,56254.98,-4402.3,-7.83,EUR,116,High,Buyer C
PRJ1057,Industrial Warehouse D,Volos,Delta Infrastructure Services,Nordic Timber Solutions,Steel,Metal frames,PO200472,2024-04-18,2024-04-06,2024-06-13,32,1273.88,40764.16,44334.31,-3570.15,-8.05,EUR,68,Medium,Buyer D
PRJ1435,Commercial Complex B,Larissa,Helios Civil Works,Atlas Safety Equipment,Concrete,Cement bags,PO200473,2024-03-07,2024-03-03,2024-06-04,18,57.62,1037.16,1073.47,-36.31,-3.38,EUR,93,Medium,Buyer D
PRJ1186,Commercial Complex B,Heraklion,Apex Construction Group,Nordic Timber Solutions,Logistics,Material transport,PO200474,2023-12-07,2023-11-23,2024-01-10,309,409.11,126414.99,144098.21,-17683.22,-12.27,EUR,48,Low,Buyer D
PRJ1251,Office Building F,Athens,Orion Build Partners,Helios Logistics Services,Concrete,Cement bags,PO200475,2024-07-04,2024-06-22,2024-09-14,403,145.58,58668.74,53414.32,5254.42,9.84,EUR,84,Medium,Buyer A
PRJ1339,Metro Station Upgrade E,Patras,Helios Civil Works,Helios Logistics Services,Concrete,Concrete additives,PO200476,2024-09-03,2024-08-14,2024-09-15,57,123.94,7064.58,6140.28,924.3,15.05,EUR,32,High,Buyer B
PRJ1972,Commercial Complex B,Larissa,Helios Civil Works,Beta Steel Trading,Steel,Metal frames,PO200477,2023-10-16,2023-10-12,2024-01-04,459,1019.45,467927.55,518557.47,-50629.92,-9.76,EUR,84,Medium,Buyer D
PRJ1820,Metro Station Upgrade E,Athens,Delta Infrastructure Services,Atlas Safety Equipment,Timber,Formwork timber,PO200478,2023-09-11,2023-08-31,2023-11-14,32,68.4,2188.8,1986.53,202.27,10.18,EUR,75,Medium,Buyer C
PRJ1853,Office Building F,Athens,Orion Build Partners,Gamma Electrical Systems,Steel,Steel beams,PO200479,2023-12-23,2023-12-13,2024-01-03,412,950.26,391507.12,354397.5,37109.62,10.47,EUR,21,Medium,Buyer A
PRJ1461,Hotel Renovation C,Volos,Delta Infrastructure Services,Nordic Timber Solutions,HVAC,HVAC filters,PO200480,2023-01-23,2022-12-31,2023-02-19,496,1263.45,626671.2,691958.32,-65287.12,-9.44,EUR,50,Low,Buyer A
PRJ1521,Industrial Warehouse D,Larissa,Orion Build Partners,Atlas Safety Equipment,Steel,Metal frames,PO200481,2024-06-05,2024-05-22,2024-07-04,396,688.09,272483.64,234668.11,37815.53,16.11,EUR,43,High,Buyer A
PRJ1422,Industrial Warehouse D,Larissa,Apex Construction Group,Nordic Timber Solutions,Steel,Rebar steel,PO200482,2023-04-10,2023-04-01,2023-06-30,106,759.65,80522.9,70841.54,9681.36,13.67,EUR,90,High,Buyer D
PRJ1595,Office Building F,Patras,Helios Civil Works,Delta Plumbing Materials,HVAC,Ventilation ducts,PO200483,2023-06-29,2023-06-17,2023-08-23,171,3005.67,513969.57,446710.67,67258.9,15.06,EUR,67,High,Buyer D
PRJ1101,Hotel Renovation C,Athens,Delta Infrastructure Services,Omega HVAC Equipment,Safety Equipment,Safety barriers,PO200484,2023-08-11,2023-07-24,2023-09-02,488,45.52,22213.76,20474.52,1739.24,8.49,EUR,40,Medium,Buyer C
PRJ1429,Commercial Complex B,Heraklion,Helios Civil Works,Helios Logistics Services,Electrical,Cable trays,PO200485,2024-10-20,2024-09-23,2024-12-26,226,593.5,134131.0,138485.35,-4354.35,-3.14,EUR,94,Medium,Buyer B
PRJ1931,Office Building F,Thessaloniki,Helios Civil Works,Alpha Cement Supplies,Steel,Steel beams,PO200486,2024-03-17,2024-03-08,2024-03-22,352,660.19,232386.88,201529.98,30856.9,15.31,EUR,14,High,Buyer B
PRJ1561,Office Building F,Patras,Atlas Engineering Contractors,Beta Steel Trading,Safety Equipment,Protective gloves,PO200487,2024-08-30,2024-08-24,2024-09-25,433,41.6,18012.8,16696.49,1316.31,7.88,EUR,32,Medium,Buyer D
PRJ1478,Industrial Warehouse D,Volos,Orion Build Partners,Gamma Electrical Systems,Concrete,Cement bags,PO200488,2023-11-21,2023-10-25,2024-02-13,367,147.63,54180.21,61313.74,-7133.53,-11.63,EUR,111,High,Buyer A
PRJ1698,Office Building F,Larissa,Orion Build Partners,Nordic Timber Solutions,Timber,Plywood sheets,PO200489,2024-05-30,2024-05-16,2024-07-22,311,40.66,12645.26,14064.11,-1418.85,-10.09,EUR,67,Medium,Buyer D
PRJ1045,Commercial Complex B,Volos,Orion Build Partners,Delta Plumbing Materials,Logistics,Site delivery service,PO200490,2023-01-16,2022-12-24,2023-02-26,463,1112.73,515193.99,538506.5,-23312.51,-4.33,EUR,64,Low,Buyer A
PRJ1055,Commercial Complex B,Thessaloniki,Apex Construction Group,Omega HVAC Equipment,Plumbing,Water fittings,PO200491,2023-12-02,2023-11-05,2023-12-13,428,43.18,18481.04,20258.24,-1777.2,-8.77,EUR,38,Low,Buyer A
PRJ1193,Industrial Warehouse D,Athens,Delta Infrastructure Services,Atlas Safety Equipment,Steel,Rebar steel,PO200492,2023-09-15,2023-09-03,2023-09-29,358,651.3,233165.4,234672.88,-1507.48,-0.64,EUR,26,Low,Buyer A
PRJ1678,Hotel Renovation C,Patras,Orion Build Partners,Beta Steel Trading,Concrete,Ready-mix concrete,PO200493,2024-05-11,2024-05-04,2024-06-01,58,63.63,3690.54,3807.78,-117.24,-3.08,EUR,28,Low,Buyer A
PRJ1825,Residential Tower A,Thessaloniki,Atlas Engineering Contractors,Omega HVAC Equipment,Timber,Plywood sheets,PO200494,2023-06-09,2023-05-27,2023-08-14,433,252.27,109232.91,109549.35,-316.44,-0.29,EUR,79,Medium,Buyer D
PRJ1943,Office Building F,Athens,Delta Infrastructure Services,Gamma Electrical Systems,Logistics,Material transport,PO200495,2024-04-19,2024-04-11,2024-05-13,182,1905.95,346882.9,343994.94,2887.96,0.84,EUR,32,Low,Buyer A
PRJ1237,Office Building F,Larissa,Orion Build Partners,Delta Plumbing Materials,HVAC,Air handling units,PO200496,2024-10-25,2024-10-13,2024-11-01,277,1849.64,512350.28,547702.71,-35352.43,-6.45,EUR,19,Low,Buyer B
PRJ1599,Residential Tower A,Athens,Delta Infrastructure Services,Beta Steel Trading,HVAC,HVAC filters,PO200497,2024-11-20,2024-10-26,2025-01-19,368,3641.57,1340097.76,1368583.12,-28485.36,-2.08,EUR,85,Medium,Buyer C
PRJ1283,Commercial Complex B,Volos,Orion Build Partners,Gamma Electrical Systems,Logistics,Material transport,PO200498,2024-11-05,2024-10-12,2024-11-16,191,1526.92,291641.72,316857.14,-25215.42,-7.96,EUR,35,Low,Buyer A
PRJ1429,Industrial Warehouse D,Volos,Apex Construction Group,Omega HVAC Equipment,Safety Equipment,Safety barriers,PO200499,2024-01-15,2023-12-23,2024-04-10,246,71.42,17569.32,17072.0,497.32,2.91,EUR,109,High,Buyer D
PRJ1057,Hotel Renovation C,Heraklion,Helios Civil Works,Alpha Cement Supplies,Plumbing,Valves,PO200500,2024-06-28,2024-06-17,2024-07-31,196,191.39,37512.44,37683.13,-170.69,-0.45,EUR,44,Low,Buyer D
PRJ1920,Industrial Warehouse D,Larissa,Atlas Engineering Contractors,Atlas Safety Equipment,Electrical,Industrial cables,PO200501,2024-11-21,2024-11-02,2024-12-18,129,304.62,39295.98,42617.82,-3321.84,-7.79,EUR,46,Low,Buyer C
PRJ1379,Hotel Renovation C,Volos,Orion Build Partners,Atlas Safety Equipment,HVAC,Ventilation ducts,PO200502,2024-03-02,2024-02-09,2024-05-21,321,1166.17,374340.57,344692.42,29648.15,8.6,EUR,102,High,Buyer D
PRJ1428,Office Building F,Volos,Helios Civil Works,Nordic Timber Solutions,Timber,Formwork timber,PO200503,2024-09-04,2024-08-06,2024-10-10,220,233.06,51273.2,52337.73,-1064.53,-2.03,EUR,65,Low,Buyer D
PRJ1389,Office Building F,Heraklion,Orion Build Partners,Nordic Timber Solutions,Timber,Wood panels,PO200504,2023-09-25,2023-09-14,2023-11-27,201,89.55,17999.55,20473.43,-2473.88,-12.08,EUR,74,Medium,Buyer D
PRJ1678,Industrial Warehouse D,Athens,Apex Construction Group,Nordic Timber Solutions,Plumbing,PVC pipes,PO200505,2024-07-30,2024-07-17,2024-10-08,206,227.28,46819.68,50141.16,-3321.48,-6.62,EUR,83,Medium,Buyer C
PRJ1450,Commercial Complex B,Volos,Orion Build Partners,Beta Steel Trading,Plumbing,PVC pipes,PO200506,2024-02-21,2024-02-07,2024-03-01,178,23.92,4257.76,4275.75,-17.99,-0.42,EUR,23,Low,Buyer D
PRJ1674,Office Building F,Thessaloniki,Delta Infrastructure Services,Beta Steel Trading,Safety Equipment,Protective gloves,PO200507,2023-06-17,2023-06-06,2023-08-22,479,105.39,50481.81,50421.88,59.93,0.12,EUR,77,Medium,Buyer B
PRJ1515,Office Building F,Volos,Helios Civil Works,Gamma Electrical Systems,Steel,Metal frames,PO200508,2023-02-12,2023-01-26,2023-04-01,78,1042.62,81324.36,76680.79,4643.57,6.06,EUR,65,Medium,Buyer A
PRJ1600,Residential Tower A,Heraklion,Atlas Engineering Contractors,Omega HVAC Equipment,Plumbing,Valves,PO200509,2024-07-09,2024-06-20,2024-08-30,7,103.69,725.83,636.46,89.37,14.04,EUR,71,High,Buyer A
PRJ1259,Industrial Warehouse D,Athens,Delta Infrastructure Services,Helios Logistics Services,Electrical,Electrical panels,PO200510,2023-10-12,2023-09-21,2024-01-01,277,327.99,90853.23,103245.6,-12392.37,-12.0,EUR,102,High,Buyer C
PRJ1667,Office Building F,Athens,Orion Build Partners,Helios Logistics Services,Safety Equipment,Helmets,PO200511,2024-02-01,2024-01-18,2024-04-01,473,103.89,49139.97,54223.95,-5083.98,-9.38,EUR,74,Medium,Buyer C
PRJ1474,Office Building F,Patras,Atlas Engineering Contractors,Gamma Electrical Systems,Concrete,Cement bags,PO200512,2023-01-12,2022-12-16,2023-01-18,77,97.67,7520.59,7956.88,-436.29,-5.48,EUR,33,Low,Buyer D
PRJ1268,Metro Station Upgrade E,Thessaloniki,Apex Construction Group,Alpha Cement Supplies,Logistics,Crane service,PO200513,2024-08-29,2024-08-07,2024-11-10,103,2109.78,217307.34,227889.2,-10581.86,-4.64,EUR,95,Medium,Buyer D
PRJ1117,Commercial Complex B,Thessaloniki,Orion Build Partners,Beta Steel Trading,Logistics,Site delivery service,PO200514,2023-10-29,2023-10-24,2023-12-17,259,703.47,182198.73,194344.98,-12146.25,-6.25,EUR,54,Low,Buyer D
PRJ1532,Residential Tower A,Thessaloniki,Helios Civil Works,Helios Logistics Services,Safety Equipment,Helmets,PO200515,2023-09-10,2023-08-26,2023-11-28,327,41.76,13655.52,12117.69,1537.83,12.69,EUR,94,High,Buyer D
PRJ1070,Office Building F,Thessaloniki,Orion Build Partners,Alpha Cement Supplies,Safety Equipment,Protective gloves,PO200516,2024-05-13,2024-04-24,2024-06-25,45,115.91,5215.95,4599.76,616.19,13.4,EUR,62,High,Buyer D
PRJ1786,Office Building F,Volos,Delta Infrastructure Services,Omega HVAC Equipment,Concrete,Cement bags,PO200517,2023-02-04,2023-01-28,2023-04-21,49,131.74,6455.26,6510.85,-55.59,-0.85,EUR,83,Medium,Buyer C
PRJ1225,Office Building F,Volos,Atlas Engineering Contractors,Beta Steel Trading,Safety Equipment,Safety barriers,PO200518,2024-12-27,2024-12-15,2025-03-05,79,23.35,1844.65,2007.91,-163.26,-8.13,EUR,80,Medium,Buyer B
PRJ1660,Metro Station Upgrade E,Patras,Helios Civil Works,Omega HVAC Equipment,HVAC,HVAC filters,PO200519,2023-03-31,2023-03-13,2023-05-15,315,3276.73,1032169.95,917316.12,114853.83,12.52,EUR,63,High,Buyer B
PRJ1738,Metro Station Upgrade E,Thessaloniki,Atlas Engineering Contractors,Alpha Cement Supplies,Logistics,Material transport,PO200520,2024-08-27,2024-08-15,2024-09-07,47,725.68,34106.96,38639.6,-4532.64,-11.73,EUR,23,Low,Buyer B
PRJ1523,Residential Tower A,Volos,Helios Civil Works,Gamma Electrical Systems,HVAC,HVAC filters,PO200521,2024-08-24,2024-08-15,2024-10-18,260,2146.84,558178.4,575408.18,-17229.78,-2.99,EUR,64,Low,Buyer A
PRJ1123,Residential Tower A,Patras,Atlas Engineering Contractors,Nordic Timber Solutions,HVAC,HVAC filters,PO200522,2024-02-22,2024-02-14,2024-04-05,46,585.11,26915.06,28376.17,-1461.11,-5.15,EUR,51,Low,Buyer A
PRJ1492,Metro Station Upgrade E,Thessaloniki,Delta Infrastructure Services,Alpha Cement Supplies,Concrete,Cement bags,PO200523,2023-04-25,2023-04-17,2023-06-11,84,46.35,3893.4,4274.63,-381.23,-8.92,EUR,55,Low,Buyer B
PRJ1838,Residential Tower A,Patras,Helios Civil Works,Omega HVAC Equipment,Plumbing,Valves,PO200524,2024-09-08,2024-08-27,2024-11-12,114,118.87,13551.18,11787.04,1764.14,14.97,EUR,77,High,Buyer B
PRJ1766,Hotel Renovation C,Athens,Delta Infrastructure Services,Gamma Electrical Systems,HVAC,HVAC filters,PO200525,2023-07-15,2023-06-30,2023-10-12,346,2712.81,938632.26,886726.41,51905.85,5.85,EUR,104,High,Buyer C
PRJ1698,Office Building F,Patras,Apex Construction Group,Gamma Electrical Systems,HVAC,Air handling units,PO200526,2024-05-15,2024-04-20,2024-08-07,235,805.77,189355.95,207605.66,-18249.71,-8.79,EUR,109,High,Buyer A
PRJ1248,Industrial Warehouse D,Thessaloniki,Helios Civil Works,Alpha Cement Supplies,Safety Equipment,Helmets,PO200527,2024-09-17,2024-09-09,2024-11-24,21,38.4,806.4,691.48,114.92,16.62,EUR,76,High,Buyer D
PRJ1886,Metro Station Upgrade E,Volos,Apex Construction Group,Helios Logistics Services,Concrete,Ready-mix concrete,PO200528,2024-05-07,2024-04-09,2024-05-26,394,127.99,50428.06,45711.51,4716.55,10.32,EUR,47,Medium,Buyer D
PRJ1249,Hotel Renovation C,Larissa,Helios Civil Works,Omega HVAC Equipment,Timber,Plywood sheets,PO200529,2023-03-16,2023-02-26,2023-04-17,166,76.42,12685.72,12843.13,-157.41,-1.23,EUR,50,Low,Buyer A
PRJ1283,Commercial Complex B,Volos,Helios Civil Works,Alpha Cement Supplies,Electrical,Cable trays,PO200530,2024-02-17,2024-01-23,2024-05-03,221,511.04,112939.84,107941.61,4998.23,4.63,EUR,101,High,Buyer A
PRJ1006,Metro Station Upgrade E,Thessaloniki,Delta Infrastructure Services,Beta Steel Trading,Electrical,Electrical panels,PO200531,2024-01-11,2023-12-17,2024-01-16,330,887.85,292990.5,126328.91,166661.59,131.93,EUR,30,High,Buyer B
PRJ1577,Residential Tower A,Athens,Atlas Engineering Contractors,Alpha Cement Supplies,Steel,Rebar steel,PO200532,2024-02-24,2024-02-10,2024-03-01,150,1069.53,160429.5,150136.43,10293.07,6.86,EUR,20,Medium,Buyer D
PRJ1922,Metro Station Upgrade E,Athens,Helios Civil Works,Gamma Electrical Systems,HVAC,HVAC filters,PO200533,2024-12-29,2024-12-13,2025-01-05,311,1111.83,345779.13,345195.19,583.94,0.17,EUR,23,Low,Buyer A
PRJ1730,Hotel Renovation C,Heraklion,Atlas Engineering Contractors,Omega HVAC Equipment,Electrical,Industrial cables,PO200534,2023-10-04,2023-09-17,2023-12-01,400,440.42,176168.0,193751.0,-17583.0,-9.08,EUR,75,Medium,Buyer A
PRJ1315,Hotel Renovation C,Heraklion,Apex Construction Group,Beta Steel Trading,Steel,Rebar steel,PO200535,2024-11-06,2024-10-17,2025-01-24,482,619.0,298358.0,304139.65,-5781.65,-1.9,EUR,99,High,Buyer A
PRJ1629,Industrial Warehouse D,Heraklion,Delta Infrastructure Services,Alpha Cement Supplies,Logistics,Site delivery service,PO200536,2024-01-29,2024-01-25,2024-04-21,489,1361.25,665651.25,674771.07,-9119.82,-1.35,EUR,87,Medium,Buyer D
PRJ1640,Hotel Renovation C,Volos,Atlas Engineering Contractors,Omega HVAC Equipment,Timber,Wood panels,PO200537,2024-04-01,2024-03-26,2024-05-29,439,56.88,24970.32,27184.53,-2214.21,-8.15,EUR,64,Low,Buyer A
PRJ1914,Office Building F,Thessaloniki,Delta Infrastructure Services,Delta Plumbing Materials,Plumbing,Water fittings,PO200538,2023-07-11,2023-07-05,2023-08-20,292,88.12,25731.04,22833.33,2897.71,12.69,EUR,46,High,Buyer C
PRJ1073,Office Building F,Athens,Delta Infrastructure Services,Beta Steel Trading,Safety Equipment,Safety barriers,PO200539,2024-11-19,2024-10-26,2024-12-22,90,67.09,6038.1,6163.99,-125.89,-2.04,EUR,57,Low,Buyer B
PRJ1211,Hotel Renovation C,Larissa,Helios Civil Works,Helios Logistics Services,Electrical,Cable trays,PO200540,2023-04-09,2023-03-31,2023-06-10,442,214.01,94592.42,83440.8,11151.62,13.36,EUR,71,High,Buyer C
PRJ1849,Metro Station Upgrade E,Larissa,Helios Civil Works,Alpha Cement Supplies,Timber,Wood panels,PO200541,2024-07-01,2024-06-26,2024-07-17,389,226.28,88022.92,99661.77,-11638.85,-11.68,EUR,21,Low,Buyer A
PRJ1143,Office Building F,Thessaloniki,Delta Infrastructure Services,Nordic Timber Solutions,Plumbing,PVC pipes,PO200542,2023-04-06,2023-03-26,2023-04-28,62,281.81,17472.22,18630.91,-1158.69,-6.22,EUR,33,Low,Buyer D
PRJ1626,Office Building F,Thessaloniki,Delta Infrastructure Services,Beta Steel Trading,Steel,Steel beams,PO200543,2024-10-25,2024-10-06,2024-12-25,172,1293.95,222559.4,254594.84,-32035.44,-12.58,EUR,80,Medium,Buyer B
PRJ1462,Residential Tower A,Heraklion,Orion Build Partners,Omega HVAC Equipment,Safety Equipment,Safety barriers,PO200544,2024-10-24,2024-09-26,2024-11-17,112,128.55,14397.6,13383.31,1014.29,7.58,EUR,52,Medium,Buyer D
PRJ1114,Industrial Warehouse D,Larissa,Atlas Engineering Contractors,Beta Steel Trading,HVAC,Air handling units,PO200545,2023-07-09,2023-06-24,2023-09-20,137,716.02,98094.74,98734.32,-639.58,-0.65,EUR,88,Medium,Buyer A
PRJ1141,Industrial Warehouse D,Patras,Apex Construction Group,Beta Steel Trading,Timber,Wood panels,PO200546,2023-02-06,2023-01-09,2023-02-19,386,248.75,96017.5,93602.5,2415.0,2.58,EUR,41,Low,Buyer B
PRJ1058,Commercial Complex B,Heraklion,Helios Civil Works,Helios Logistics Services,Concrete,Concrete additives,PO200547,2024-01-04,2023-12-21,2024-02-21,47,181.04,8508.88,9384.3,-875.42,-9.33,EUR,62,Low,Buyer C
PRJ1397,Hotel Renovation C,Thessaloniki,Apex Construction Group,Atlas Safety Equipment,Concrete,Ready-mix concrete,PO200548,2024-11-25,2024-11-18,2025-01-02,286,54.68,15638.48,15801.74,-163.26,-1.03,EUR,45,Low,Buyer B
PRJ1871,Commercial Complex B,Thessaloniki,Helios Civil Works,Omega HVAC Equipment,Electrical,Electrical panels,PO200549,2024-06-08,2024-05-11,2024-08-11,305,676.63,206372.15,212829.81,-6457.66,-3.03,EUR,92,Medium,Buyer D
PRJ1264,Commercial Complex B,Athens,Apex Construction Group,Gamma Electrical Systems,Timber,Wood panels,PO200550,2023-10-06,2023-09-07,2023-12-02,478,179.17,85643.26,36826.38,48816.88,132.56,EUR,86,High,Buyer C
PRJ1026,Hotel Renovation C,Volos,Atlas Engineering Contractors,Helios Logistics Services,HVAC,Ventilation ducts,PO200551,2023-08-05,2023-07-19,2023-10-23,384,946.92,363617.28,311253.44,52363.84,16.82,EUR,96,High,Buyer B
PRJ1791,Commercial Complex B,Heraklion,Delta Infrastructure Services,Beta Steel Trading,HVAC,Air handling units,PO200552,2023-09-30,2023-09-19,2023-11-12,289,4253.19,1229171.91,513965.13,715206.78,139.15,EUR,54,High,Buyer A
PRJ1865,Hotel Renovation C,Thessaloniki,Helios Civil Works,Omega HVAC Equipment,Concrete,Cement bags,PO200553,2023-03-03,2023-02-24,2023-04-02,22,144.39,3176.58,3215.88,-39.3,-1.22,EUR,37,Low,Buyer B
PRJ1369,Office Building F,Volos,Helios Civil Works,Atlas Safety Equipment,Logistics,Crane service,PO200554,2024-08-18,2024-08-09,2024-11-07,417,1168.96,487456.32,497086.28,-9629.96,-1.94,EUR,90,Medium,Buyer D
PRJ1186,Office Building F,Volos,Helios Civil Works,Nordic Timber Solutions,Steel,Metal frames,PO200555,2024-12-29,2024-12-18,2025-01-29,72,908.08,65381.76,59845.07,5536.69,9.25,EUR,42,Medium,Buyer B
PRJ1233,Commercial Complex B,Larissa,Atlas Engineering Contractors,Alpha Cement Supplies,Timber,Plywood sheets,PO200556,2023-12-08,2023-11-13,2024-02-01,432,116.19,50194.08,52045.55,-1851.47,-3.56,EUR,80,Medium,Buyer D
PRJ1632,Hotel Renovation C,Volos,Apex Construction Group,Gamma Electrical Systems,Steel,Metal frames,PO200557,2024-02-01,2024-01-17,2024-03-01,226,998.74,225715.24,226884.82,-1169.58,-0.52,EUR,44,Low,Buyer B
PRJ1965,Residential Tower A,Patras,Orion Build Partners,Nordic Timber Solutions,Safety Equipment,Helmets,PO200558,2024-11-29,2024-11-07,2025-02-14,460,188.94,86912.4,42083.22,44829.18,106.53,EUR,99,High,Buyer B
PRJ1406,Industrial Warehouse D,Patras,Helios Civil Works,Atlas Safety Equipment,Plumbing,PVC pipes,PO200559,2023-01-19,2023-01-08,2023-04-10,130,27.03,3513.9,3219.47,294.43,9.15,EUR,92,Medium,Buyer C
PRJ1064,Hotel Renovation C,Thessaloniki,Helios Civil Works,Atlas Safety Equipment,Logistics,Site delivery service,PO200560,2023-06-26,2023-06-14,2023-07-15,489,245.65,120122.85,136901.96,-16779.11,-12.26,EUR,31,Low,Buyer C
PRJ1502,Commercial Complex B,Thessaloniki,Apex Construction Group,Atlas Safety Equipment,Logistics,Site delivery service,PO200561,2024-09-03,2024-08-29,2024-10-03,334,1606.23,536480.82,475580.36,60900.46,12.81,EUR,35,High,Buyer A
PRJ1356,Industrial Warehouse D,Larissa,Apex Construction Group,Nordic Timber Solutions,Concrete,Concrete additives,PO200562,2024-01-31,2024-01-08,2024-04-09,283,182.56,51664.48,55877.76,-4213.28,-7.54,EUR,92,Medium,Buyer D
PRJ1158,Metro Station Upgrade E,Athens,Delta Infrastructure Services,Gamma Electrical Systems,Steel,Rebar steel,PO200563,2024-03-20,2024-03-06,2024-03-27,231,1060.85,245056.35,267487.77,-22431.42,-8.39,EUR,21,Low,Buyer C
